rank,quota,institute,state,course,allottedCategory,candidateCategory,phase
1200029,All India,"Govt. Dental College, Raipur",Chhattisgarh,BDS,Open PwD,GNYes,2
47671,All India,"Govt. Dental College, Raipur",Chhattisgarh,BDS,OBC,OBC,3
183282,All India,"Govt. Dental College, Raipur",Chhattisgarh,BDS,SC,SC,3
202317,All India,"Govt. Dental College, Raipur",Chhattisgarh,BDS,ST,ST,1
45987,All India,"Govt. Dental College, Shimla",Himachal Pradesh,BDS,EWS,EWS,3
36495,All India,"Govt. Dental College, Shimla",Himachal Pradesh,BDS,Open,General,2
1058225,All India,"Govt. Dental College, Shimla",Himachal Pradesh,BDS,Open PwD,General PwD,1
43256,All India,"Govt. Dental College, Shimla",Himachal Pradesh,BDS,OBC,OBC,3
171409,All India,"Govt. Dental College, Shimla",Himachal Pradesh,BDS,SC,SC,3
191150,All India,"Govt. Dental College, Shimla",Himachal Pradesh,BDS,ST,ST,2
51239,All India,"Govt. Dental College, Trivandrum",Kerala,BDS,EWS,EWS,2
26419,All India,"Govt. Dental College, Trivandrum",Kerala,BDS,Open,General,2
38454,All India,"Govt. Dental College, Trivandrum",Kerala,BDS,OBC,OBC,2
175610,All India,"Govt. Dental College, Trivandrum",Kerala,BDS,SC,SC,2
27861,All India,"Govt. Dharamapuri Med Coll, Dharmapuri",Tamil Nadu,MBBS,EWS,EWS,2
15509,All India,"Govt. Dharamapuri Med Coll, Dharmapuri",Tamil Nadu,MBBS,Open,General,3
15804,All India,"Govt. Dharamapuri Med Coll, Dharmapuri",Tamil Nadu,MBBS,Open,OBC,3
100080,All India,"Govt. Dharamapuri Med Coll, Dharmapuri",Tamil Nadu,MBBS,SC,SC,2
160130,All India,"Govt. Dharamapuri Med Coll, Dharmapuri",Tamil Nadu,MBBS,ST,ST,3
25599,All India,"Govt. Kilpauk Medical College, Chennai",Tamil Nadu,MBBS,EWS,EWS,3
9114,All India,"Govt. Kilpauk Medical College, Chennai",Tamil Nadu,MBBS,Open,General,3
12033,All India,"Govt. Kilpauk Medical College, Chennai",Tamil Nadu,MBBS,OBC,OBC,3
442807,All India,"Govt. Kilpauk Medical College, Chennai",Tamil Nadu,MBBS,OBC PwD,OBC PwD,1
56483,All India,"Govt. Kilpauk Medical College, Chennai",Tamil Nadu,MBBS,SC,SC,3
119660,All India,"Govt. Kilpauk Medical College, Chennai",Tamil Nadu,MBBS,ST,ST,3
24425,All India,"Govt. Medical College and Hospital, Chandrapur",Maharashtra,MBBS,EWS,EWS,3
18807,All India,"Govt. Medical College and Hospital, Chandrapur",Maharashtra,MBBS,Open,General,2
406411,All India,"Govt. Medical College and Hospital, Chandrapur",Maharashtra,MBBS,Open PwD,General PwD,1
21027,All India,"Govt. Medical College and Hospital, Chandrapur",Maharashtra,MBBS,OBC,OBC,3
118628,All India,"Govt. Medical College and Hospital, Chandrapur",Maharashtra,MBBS,SC,SC,3
133088,All India,"Govt. Medical College and Hospital, Chandrapur",Maharashtra,MBBS,ST,ST,3
28213,All India,Govt. Medical College Jayashankar Bhupalpally,Telangana,MBBS,EWS,EWS,3
25616,All India,Govt. Medical College Jayashankar Bhupalpally,Telangana,MBBS,Open,General,3
25820,All India,Govt. Medical College Jayashankar Bhupalpally,Telangana,MBBS,OBC,OBC,3
132653,All India,Govt. Medical College Jayashankar Bhupalpally,Telangana,MBBS,SC,SC,3
156909,All India,Govt. Medical College Jayashankar Bhupalpally,Telangana,MBBS,ST,ST,3
29923,All India,Govt. Medical College Karur,Tamil Nadu,MBBS,EWS,EWS,3
16155,All India,Govt. Medical College Karur,Tamil Nadu,MBBS,Open,General,2
839727,All India,Govt. Medical College Karur,Tamil Nadu,MBBS,Open PwD,General PwD,1
16740,All India,Govt. Medical College Karur,Tamil Nadu,MBBS,OBC,OBC,3
136003,All India,Govt. Medical College Karur,Tamil Nadu,MBBS,SC,SC,3
158247,All India,Govt. Medical College Karur,Tamil Nadu,MBBS,ST,ST,3
28079,All India,Govt. Medical College Rajanna Sircilla,Telangana,MBBS,EWS,EWS,3
24900,All India,Govt. Medical College Rajanna Sircilla,Telangana,MBBS,Open,General,3
25159,All India,Govt. Medical College Rajanna Sircilla,Telangana,MBBS,OBC,OBC,3
133235,All India,Govt. Medical College Rajanna Sircilla,Telangana,MBBS,SC,SC,3
149420,All India,Govt. Medical College Rajanna Sircilla,Telangana,MBBS,ST,ST,3
16345,All India,"Govt. Medical College, Aurangabad",Maharashtra,MBBS,EWS,EWS,3
13686,All India,"Govt. Medical College, Aurangabad",Maharashtra,MBBS,Open,General,3
15779,All India,"Govt. Medical College, Aurangabad",Maharashtra,MBBS,OBC,OBC,3
85006,All India,"Govt. Medical College, Aurangabad",Maharashtra,MBBS,SC,SC,2
109737,All India,"Govt. Medical College, Aurangabad",Maharashtra,MBBS,ST,ST,3
15352,All India,"Govt. Medical College, Jammu",Jammu And Kashmir,MBBS,EWS,EWS,2
10820,All India,"Govt. Medical College, Jammu",Jammu And Kashmir,MBBS,Open,General,3
202684,All India,"Govt. Medical College, Jammu",Jammu And Kashmir,MBBS,Open PwD,General PwD,1
11301,All India,"Govt. Medical College, Jammu",Jammu And Kashmir,MBBS,OBC,OBC,3
85589,All India,"Govt. Medical College, Jammu",Jammu And Kashmir,MBBS,SC,SC,3
70843,All India,"Govt. Medical College, Jammu",Jammu And Kashmir,MBBS,ST,ST,2
15185,All India,"Govt. Medical College, Kannauj",Uttar Pradesh,MBBS,EWS,EWS,3
409274,All India,"Govt. Medical College, Kannauj",Uttar Pradesh,MBBS,Open PwD,EWS PwD,2
13318,All India,"Govt. Medical College, Kannauj",Uttar Pradesh,MBBS,Open,General,3
642228,All India,"Govt. Medical College, Kannauj",Uttar Pradesh,MBBS,Open PwD,GNYes,3
13799,All India,"Govt. Medical College, Kannauj",Uttar Pradesh,MBBS,OBC,OBC,3
532373,All India,"Govt. Medical College, Kannauj",Uttar Pradesh,MBBS,Open PwD,OBC PwD,1
90851,All India,"Govt. Medical College, Kannauj",Uttar Pradesh,MBBS,SC,SC,3
110330,All India,"Govt. Medical College, Kannauj",Uttar Pradesh,MBBS,ST,ST,3
18457,All India,"Govt. Medical College, Khandwa",Madhya Pradesh,MBBS,EWS,EWS,2
17660,All India,"Govt. Medical College, Khandwa",Madhya Pradesh,MBBS,Open,General,3
591532,All India,"Govt. Medical College, Khandwa",Madhya Pradesh,MBBS,Open PwD,General PwD,1
946638,All India,"Govt. Medical College, Khandwa",Madhya Pradesh,MBBS,Open PwD,GNYes,3
18219,All India,"Govt. Medical College, Khandwa",Madhya Pradesh,MBBS,OBC,OBC,3
991072,All India,"Govt. Medical College, Khandwa",Madhya Pradesh,MBBS,OBC PwD,OBC PwD,2
106142,All India,"Govt. Medical College, Khandwa",Madhya Pradesh,MBBS,SC,SC,3
106418,All India,"Govt. Medical College, Khandwa",Madhya Pradesh,MBBS,ST,ST,2
22295,All India,"Govt. Medical College, Kottayam",Kerala,MBBS,EWS,EWS,2
7279,All India,"Govt. Medical College, Kottayam",Kerala,MBBS,Open,General,3
8485,All India,"Govt. Medical College, Kottayam",Kerala,MBBS,OBC,OBC,3
1117753,All India,"Govt. Medical College, Kottayam",Kerala,MBBS,OBC PwD,OBC PwD,2
107132,All India,"Govt. Medical College, Kottayam",Kerala,MBBS,SC,SC,3
125638,All India,"Govt. Medical College, Kottayam",Kerala,MBBS,ST,ST,3
13617,All India,"Govt. Medical College, Kozhikode",Kerala,MBBS,EWS,EWS,3
1121,All India,"Govt. Medical College, Kozhikode",Kerala,MBBS,Open,General,1
2597,All India,"Govt. Medical College, Kozhikode",Kerala,MBBS,OBC,OBC,2
143340,All India,"Govt. Medical College, Kozhikode",Kerala,MBBS,Open PwD,OBC PwD,1
15754,All India,"Govt. Medical College, Kozhikode",Kerala,MBBS,SC,SC,1
876255,All India,"Govt. Medical College, Kozhikode",Kerala,MBBS,SC PwD,SC PwD,1
125063,All India,"Govt. Medical College, Kozhikode",Kerala,MBBS,ST,ST,3
28016,All India,"Govt. Medical College, Kumuram Bheem Asifabad",Telangana,MBBS,EWS,EWS,3
25523,All India,"Govt. Medical College, Kumuram Bheem Asifabad",Telangana,MBBS,Open,General,3
889755,All India,"Govt. Medical College, Kumuram Bheem Asifabad",Telangana,MBBS,Open PwD,General PwD,1
25712,All India,"Govt. Medical College, Kumuram Bheem Asifabad",Telangana,MBBS,OBC,OBC,3
130144,All India,"Govt. Medical College, Kumuram Bheem Asifabad",Telangana,MBBS,SC,SC,3
155242,All India,"Govt. Medical College, Kumuram Bheem Asifabad",Telangana,MBBS,ST,ST,3
15580,All India,"Govt. Medical College, Nagpur",Maharashtra,MBBS,EWS,EWS,3
8699,All India,"Govt. Medical College, Nagpur",Maharashtra,MBBS,Open,General,3
11390,All India,"Govt. Medical College, Nagpur",Maharashtra,MBBS,OBC,OBC,3
513361,All India,"Govt. Medical College, Nagpur",Maharashtra,MBBS,OBC PwD,OBC PwD,2
68627,All India,"Govt. Medical College, Nagpur",Maharashtra,MBBS,SC,SC,3
136487,All India,"Govt. Medical College, Nagpur",Maharashtra,MBBS,Open PwD,SC PwD,1
99704,All India,"Govt. Medical College, Nagpur",Maharashtra,MBBS,ST,ST,2
9925,All India,"Govt. Medical College, Patiala",Punjab,MBBS,EWS,EWS,3
5627,All India,"Govt. Medical College, Patiala",Punjab,MBBS,Open,General,2
368265,All India,"Govt. Medical College, Patiala",Punjab,MBBS,Open PwD,General PwD,1
11510,All India,"Govt. Medical College, Patiala",Punjab,MBBS,OBC,OBC,3
82842,All India,"Govt. Medical College, Patiala",Punjab,MBBS,SC,SC,3
111933,All India,"Govt. Medical College, Patiala",Punjab,MBBS,ST,ST,3
14430,All India,"Govt. Medical College, Sirohi",Rajasthan,MBBS,EWS,EWS,2
13076,All India,"Govt. Medical College, Sirohi",Rajasthan,MBBS,Open,General,2
15508,All India,"Govt. Medical College, Sirohi",Rajasthan,MBBS,OBC,OBC,3
94691,All India,"Govt. Medical College, Sirohi",Rajasthan,MBBS,SC,SC,3
98233,All India,"Govt. Medical College, Sirohi",Rajasthan,MBBS,ST,ST,2
20631,All India,"Govt. Medical College, Srinagar",Jammu And Kashmir,MBBS,EWS,EWS,3
864942,All India,"Govt. Medical College, Srinagar",Jammu And Kashmir,MBBS,EWS PwD,EWS PwD,2
3536,All India,"Govt. Medical College, Srinagar",Jammu And Kashmir,MBBS,Open,General,2
17185,All India,"Govt. Medical College, Srinagar",Jammu And Kashmir,MBBS,OBC,OBC,3
105359,All India,"Govt. Medical College, Srinagar",Jammu And Kashmir,MBBS,SC,SC,3
42022,All India,"Govt. Medical College, Srinagar",Jammu And Kashmir,MBBS,ST,ST,1
28311,All India,"Govt. Medical College, Tirunelveli",Tamil Nadu,MBBS,EWS,EWS,3
12644,All India,"Govt. Medical College, Tirunelveli",Tamil Nadu,MBBS,Open,General,3
1127815,All India,"Govt. Medical College, Tirunelveli",Tamil Nadu,MBBS,Open PwD,GNYes,3
13994,All India,"Govt. Medical College, Tirunelveli",Tamil Nadu,MBBS,OBC,OBC,3
682069,All India,"Govt. Medical College, Tirunelveli",Tamil Nadu,MBBS,Open PwD,OBC PwD,1
108362,All India,"Govt. Medical College, Tirunelveli",Tamil Nadu,MBBS,SC,SC,3
153183,All India,"Govt. Medical College, Tirunelveli",Tamil Nadu,MBBS,ST,ST,3
20522,All India,"Govt. Medical College, Udhampur",Jammu And Kashmir,MBBS,EWS,EWS,2
18238,All India,"Govt. Medical College, Udhampur",Jammu And Kashmir,MBBS,Open,General,3
444121,All India,"Govt. Medical College, Udhampur",Jammu And Kashmir,MBBS,Open PwD,General PwD,1
681546,All India,"Govt. Medical College, Udhampur",Jammu And Kashmir,MBBS,Open PwD,GNYes,2
20834,All India,"Govt. Medical College, Udhampur",Jammu And Kashmir,MBBS,OBC,OBC,3
813421,All India,"Govt. Medical College, Udhampur",Jammu And Kashmir,MBBS,OBC PwD,OBC PwD,2
114423,All India,"Govt. Medical College, Udhampur",Jammu And Kashmir,MBBS,SC,SC,2
115457,All India,"Govt. Medical College, Udhampur",Jammu And Kashmir,MBBS,ST,ST,3
28224,All India,"Govt. Mohan Kumaramangalam M.C., Salem",Tamil Nadu,MBBS,EWS,EWS,3
13573,All India,"Govt. Mohan Kumaramangalam M.C., Salem",Tamil Nadu,MBBS,Open,General,3
14003,All India,"Govt. Mohan Kumaramangalam M.C., Salem",Tamil Nadu,MBBS,OBC,OBC,3
1127954,All India,"Govt. Mohan Kumaramangalam M.C., Salem",Tamil Nadu,MBBS,OBC PwD,OBC PwD,3
99026,All India,"Govt. Mohan Kumaramangalam M.C., Salem",Tamil Nadu,MBBS,SC,SC,3
146942,All India,"Govt. Mohan Kumaramangalam M.C., Salem",Tamil Nadu,MBBS,ST,ST,3
29653,All India,Govt. Pudukkottai Medical College Hopt.,Tamil Nadu,MBBS,EWS,EWS,3
18459,All India,Govt. Pudukkottai Medical College Hopt.,Tamil Nadu,MBBS,Open,General,3
18973,All India,Govt. Pudukkottai Medical College Hopt.,Tamil Nadu,MBBS,OBC,OBC,3
127563,All India,Govt. Pudukkottai Medical College Hopt.,Tamil Nadu,MBBS,SC,SC,2
160401,All India,Govt. Pudukkottai Medical College Hopt.,Tamil Nadu,MBBS,ST,ST,3
29875,All India,Govt. Sivgangai M. C. Sivagangai,Tamil Nadu,MBBS,EWS,EWS,3
19210,All India,Govt. Sivgangai M. C. Sivagangai,Tamil Nadu,MBBS,Open,General,3
848426,All India,Govt. Sivgangai M. C. Sivagangai,Tamil Nadu,MBBS,Open PwD,General PwD,1
1116101,All India,Govt. Sivgangai M. C. Sivagangai,Tamil Nadu,MBBS,Open PwD,GNYes,2
19496,All India,Govt. Sivgangai M. C. Sivagangai,Tamil Nadu,MBBS,OBC,OBC,3
134961,All India,Govt. Sivgangai M. C. Sivagangai,Tamil Nadu,MBBS,SC,SC,3
160692,All India,Govt. Sivgangai M. C. Sivagangai,Tamil Nadu,MBBS,ST,ST,3
25925,All India,Govt. Vellore Medical College,Tamil Nadu,MBBS,EWS,EWS,3
15159,All India,Govt. Vellore Medical College,Tamil Nadu,MBBS,Open,General,3
15971,All India,Govt. Vellore Medical College,Tamil Nadu,MBBS,OBC,OBC,3
102842,All India,Govt. Vellore Medical College,Tamil Nadu,MBBS,SC,SC,3
138176,All India,Govt. Vellore Medical College,Tamil Nadu,MBBS,ST,ST,3
12988,All India,"Govt.Medical College, Amritsar",Punjab,MBBS,EWS,EWS,3
10304,All India,"Govt.Medical College, Amritsar",Punjab,MBBS,Open,General,3
13682,All India,"Govt.Medical College, Amritsar",Punjab,MBBS,OBC,OBC,3
394311,All India,"Govt.Medical College, Amritsar",Punjab,MBBS,OBC PwD,OBC PwD,1
89593,All India,"Govt.Medical College, Amritsar",Punjab,MBBS,SC,SC,3
115572,All India,"Govt.Medical College, Amritsar",Punjab,MBBS,ST,ST,3
9037,All India,"Govt.Medical College, Kota",Rajasthan,MBBS,EWS,EWS,2
8329,All India,"Govt.Medical College, Kota",Rajasthan,MBBS,Open,General,3
385937,All India,"Govt.Medical College, Kota",Rajasthan,MBBS,Open PwD,General PwD,1
590335,All India,"Govt.Medical College, Kota",Rajasthan,MBBS,Open PwD,GNYes,2
8677,All India,"Govt.Medical College, Kota",Rajasthan,MBBS,OBC,OBC,3
414739,All India,"Govt.Medical College, Kota",Rajasthan,MBBS,OBC PwD,OBC PwD,1
71830,All India,"Govt.Medical College, Kota",Rajasthan,MBBS,SC,SC,3
735651,All India,"Govt.Medical College, Kota",Rajasthan,MBBS,SC PwD,SC PwD,1
75310,All India,"Govt.Medical College, Kota",Rajasthan,MBBS,ST,ST,3
1057596,All India,"Govt.Medical College, Kota",Rajasthan,MBBS,ST PwD,ST PwD,1
24538,All India,"Govt.Medical College, Thiruvananthapuram",Kerala,MBBS,EWS,EWS,3
4913,All India,"Govt.Medical College, Thiruvananthapuram",Kerala,MBBS,Open,General,3
5764,All India,"Govt.Medical College, Thiruvananthapuram",Kerala,MBBS,OBC,OBC,3
258759,All India,"Govt.Medical College, Thiruvananthapuram",Kerala,MBBS,Open PwD,OBC PwD,2
99785,All India,"Govt.Medical College, Thiruvananthapuram",Kerala,MBBS,SC,SC,3
116504,All India,"Govt.Medical College, Thiruvananthapuram",Kerala,MBBS,ST,ST,2
26159,All India,"Govt.Medical College, Thrissur",Kerala,MBBS,EWS,EWS,3
7387,All India,"Govt.Medical College, Thrissur",Kerala,MBBS,Open,General,3
165096,All India,"Govt.Medical College, Thrissur",Kerala,MBBS,Open PwD,General PwD,1
895149,All India,"Govt.Medical College, Thrissur",Kerala,MBBS,Open PwD,GNYes,2
8155,All India,"Govt.Medical College, Thrissur",Kerala,MBBS,OBC,OBC,3
1119616,All India,"Govt.Medical College, Thrissur",Kerala,MBBS,OBC PwD,OBC PwD,2
119686,All India,"Govt.Medical College, Thrissur",Kerala,MBBS,SC,SC,3
103612,All India,"Govt.Medical College, Thrissur",Kerala,MBBS,ST,ST,2
7262,All India,"Grant Medical Coll & Sir J.J.Hosp, Mumbai",Maharashtra,MBBS,EWS,EWS,3
169345,All India,"Grant Medical Coll & Sir J.J.Hosp, Mumbai",Maharashtra,MBBS,Open PwD,EWS PwD,3
6251,All India,"Grant Medical Coll & Sir J.J.Hosp, Mumbai",Maharashtra,MBBS,Open,General,3
181340,All India,"Grant Medical Coll & Sir J.J.Hosp, Mumbai",Maharashtra,MBBS,Open PwD,General PwD,1
204368,All India,"Grant Medical Coll & Sir J.J.Hosp, Mumbai",Maharashtra,MBBS,Open PwD,GNYes,2
8758,All India,"Grant Medical Coll & Sir J.J.Hosp, Mumbai",Maharashtra,MBBS,OBC,OBC,3
677552,All India,"Grant Medical Coll & Sir J.J.Hosp, Mumbai",Maharashtra,MBBS,OBC PwD,OBC PwD,3
34467,All India,"Grant Medical Coll & Sir J.J.Hosp, Mumbai",Maharashtra,MBBS,SC,SC,2
557723,All India,"Grant Medical Coll & Sir J.J.Hosp, Mumbai",Maharashtra,MBBS,SC PwD,SC PwD,1
90836,All India,"Grant Medical Coll & Sir J.J.Hosp, Mumbai",Maharashtra,MBBS,ST,ST,3
582337,Deemed/Paid Seats Quota,Graphic Era Institute Of Medical Science,Uttarakhand,MBBS,Open,General,3
564528,Deemed/Paid Seats Quota,Graphic Era Institute Of Medical Science,Uttarakhand,MBBS,Open,OBC,3
543878,Deemed/Paid Seats Quota,Graphic Era Institute Of Medical Science,Uttarakhand,MBBS,Open,SC,3
439364,Deemed/Paid Seats Quota,Graphic Era Institute Of Medical Science,Uttarakhand,MBBS,Open,ST,1
1098428,Non-Resident Indian,Graphic Era Institute Of Medical Science,Uttarakhand,MBBS,Open,General,3
29596,All India,"GTMC, Thiruvarur",Tamil Nadu,MBBS,EWS,EWS,3
19584,All India,"GTMC, Thiruvarur",Tamil Nadu,MBBS,Open,General,3
19811,All India,"GTMC, Thiruvarur",Tamil Nadu,MBBS,OBC,OBC,3
1180453,All India,"GTMC, Thiruvarur",Tamil Nadu,MBBS,OBC PwD,OBC PwD,2
134626,All India,"GTMC, Thiruvarur",Tamil Nadu,MBBS,SC,SC,3
160204,All India,"GTMC, Thiruvarur",Tamil Nadu,MBBS,ST,ST,3
25427,All India,Gulbarga Institute of Medical Sciences,Karnataka,MBBS,EWS,EWS,3
1070971,All India,Gulbarga Institute of Medical Sciences,Karnataka,MBBS,EWS PwD,EWS PwD,1
19803,All India,Gulbarga Institute of Medical Sciences,Karnataka,MBBS,Open,General,3
21407,All India,Gulbarga Institute of Medical Sciences,Karnataka,MBBS,OBC,OBC,3
947817,All India,Gulbarga Institute of Medical Sciences,Karnataka,MBBS,OBC PwD,OBC PwD,2
117722,All India,Gulbarga Institute of Medical Sciences,Karnataka,MBBS,SC,SC,3
129845,All India,Gulbarga Institute of Medical Sciences,Karnataka,MBBS,ST,ST,3
22094,All India,"Guntur Medical College, Guntur",Andhra Pradesh,MBBS,EWS,EWS,3
433748,All India,"Guntur Medical College, Guntur",Andhra Pradesh,MBBS,Open PwD,EWS PwD,1
12681,All India,"Guntur Medical College, Guntur",Andhra Pradesh,MBBS,Open,General,3
17454,All India,"Guntur Medical College, Guntur",Andhra Pradesh,MBBS,OBC,OBC,3
1058799,All India,"Guntur Medical College, Guntur",Andhra Pradesh,MBBS,OBC PwD,OBC PwD,2
44407,All India,"Guntur Medical College, Guntur",Andhra Pradesh,MBBS,SC,SC,2
88802,All India,"Guntur Medical College, Guntur",Andhra Pradesh,MBBS,ST,ST,3
19128,All India,"Guru Govind Singh Med Coll, Faridkot",Punjab,MBBS,EWS,EWS,3
14394,All India,"Guru Govind Singh Med Coll, Faridkot",Punjab,MBBS,Open,General,3
736249,All India,"Guru Govind Singh Med Coll, Faridkot",Punjab,MBBS,Open PwD,GNYes,2
17173,All India,"Guru Govind Singh Med Coll, Faridkot",Punjab,MBBS,OBC,OBC,3
526701,All India,"Guru Govind Singh Med Coll, Faridkot",Punjab,MBBS,Open PwD,OBC PwD,1
102180,All India,"Guru Govind Singh Med Coll, Faridkot",Punjab,MBBS,SC,SC,3
581456,All India,"Guru Govind Singh Med Coll, Faridkot",Punjab,MBBS,SC PwD,SC PwD,3
122656,All India,"Guru Govind Singh Med Coll, Faridkot",Punjab,MBBS,ST,ST,3
20139,All India,"Guwahati Medical College, Guwahati",Assam,MBBS,EWS,EWS,3
12779,All India,"Guwahati Medical College, Guwahati",Assam,MBBS,Open,General,2
103787,All India,"Guwahati Medical College, Guwahati",Assam,MBBS,Open PwD,General PwD,1
19553,All India,"Guwahati Medical College, Guwahati",Assam,MBBS,OBC,OBC,3
88005,All India,"Guwahati Medical College, Guwahati",Assam,MBBS,SC,SC,3
61091,All India,"Guwahati Medical College, Guwahati",Assam,MBBS,ST,ST,1
29524,All India,"GVMC, Villupuram",Tamil Nadu,MBBS,EWS,EWS,3
16205,All India,"GVMC, Villupuram",Tamil Nadu,MBBS,Open,General,3
803451,All India,"GVMC, Villupuram",Tamil Nadu,MBBS,Open PwD,General PwD,1
1098028,All India,"GVMC, Villupuram",Tamil Nadu,MBBS,Open PwD,GNYes,3
17333,All India,"GVMC, Villupuram",Tamil Nadu,MBBS,OBC,OBC,3
